Country Name,Country Code,Series Name,Series Code,2017 [YR2017]
"Egypt, Arab Rep.",EGY,Individuals using the Internet (% of population),IT.NET.USER.ZS,45
"Egypt, Arab Rep.",EGY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.767
"Egypt, Arab Rep.",EGY,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,10.9863805629257
"Egypt, Arab Rep.",EGY,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,34.3958680933773
"Egypt, Arab Rep.",EGY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,29.5066083940039
El Salvador,SLV,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,10064.7934942601
El Salvador,SLV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.311
El Salvador,SLV,"School enrollment, tertiary (% gross)",SE.TER.ENRR,27.4678001403809
El Salvador,SLV,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,89
El Salvador,SLV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,71.275
El Salvador,SLV,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.06681657601239
El Salvador,SLV,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.8
El Salvador,SLV,Individuals using the Internet (% of population),IT.NET.USER.ZS,33.8
El Salvador,SLV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.385
El Salvador,SLV,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,5.39300914080881
El Salvador,SLV,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,25.1714727339037
El Salvador,SLV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.0123540331558
Equatorial Guinea,GNQ,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,22250.4389230263
Equatorial Guinea,GNQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.821
Equatorial Guinea,GNQ,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..
Equatorial Guinea,GNQ,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,52
Equatorial Guinea,GNQ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,71.646
Equatorial Guinea,GNQ,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,3.12788819223808
Equatorial Guinea,GNQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,66.4
Equatorial Guinea,GNQ,Individuals using the Internet (% of population),IT.NET.USER.ZS,26.2
Equatorial Guinea,GNQ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.004
Equatorial Guinea,GNQ,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.31546339686272
Equatorial Guinea,GNQ,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,56.8622280929059
Equatorial Guinea,GNQ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.74435474661241
Eritrea,ERI,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..
Eritrea,ERI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.577
Eritrea,ERI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..
Eritrea,ERI,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,93
Eritrea,ERI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,39.451
Eritrea,ERI,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.186042997803099
Eritrea,ERI,Access to electricity (% of population),EG.ELC.ACCS.ZS,48
Eritrea,ERI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2.5
Eritrea,ERI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.577
Eritrea,ERI,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,..
Eritrea,ERI,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,..
Eritrea,ERI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Estonia,EST,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,39903.3724760975
Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.0926829268293
Estonia,EST,"School enrollment, tertiary (% gross)",SE.TER.ENRR,72.1369781494141
Estonia,EST,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,93
Estonia,EST,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.717
Estonia,EST,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,16.1097295852994
Estonia,EST,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Estonia,EST,Individuals using the Internet (% of population),IT.NET.USER.ZS,88.1
Estonia,EST,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.807
Estonia,EST,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.33885596628311
Estonia,EST,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,23.180862044638
Estonia,EST,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.41723549488054
Eswatini,SWZ,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,9658.12771598813
Eswatini,SWZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.895
Eswatini,SWZ,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..
Eswatini,SWZ,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,89
Eswatini,SWZ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,23.625
Eswatini,SWZ,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.958387836245192
Eswatini,SWZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,73.5
Eswatini,SWZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,35.3
Eswatini,SWZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,24.523
Eswatini,SWZ,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,8.2050108835588
Eswatini,SWZ,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,34.9040458161664
Eswatini,SWZ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.22137528933118
Ethiopia,ETH,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,2222.82813075835
Ethiopia,ETH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.838
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..
Ethiopia,ETH,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,58
Ethiopia,ETH,Urban population (% of total population),SP.URB.TOTL.IN.ZS,20.31
Ethiopia,ETH,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.144700548930717
Ethiopia,ETH,Access to electricity (% of population),EG.ELC.ACCS.ZS,44.3
Ethiopia,ETH,Individuals using the Internet (% of population),IT.NET.USER.ZS,15.6
Ethiopia,ETH,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.662
Ethiopia,ETH,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,33.7792806688833
Ethiopia,ETH,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,23.5819061799905
Ethiopia,ETH,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,10.6871150284238
Faroe Islands,FRO,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,64571.9171199037
Faroe Islands,FRO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.2439024390244
Faroe Islands,FRO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..
Faroe Islands,FRO,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..
Faroe Islands,FRO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,41.914
Faroe Islands,FRO,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.0398549280618549
Faroe Islands,FRO,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Faroe Islands,FRO,Individuals using the Internet (% of population),IT.NET.USER.ZS,97.6
Faroe Islands,FRO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Faroe Islands,FRO,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,17.9788585658383
Faroe Islands,FRO,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,17.3064999745896
Faroe Islands,FRO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Fiji,FJI,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,13090.5006401531
Fiji,FJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.79
Fiji,FJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,82.9545288085938
Fiji,FJI,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,99
Fiji,FJI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,55.742
Fiji,FJI,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.90452556111015
Fiji,FJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,96
Fiji,FJI,Individuals using the Internet (% of population),IT.NET.USER.ZS,53.6
Fiji,FJI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.324
Fiji,FJI,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,10.5318277050456
Fiji,FJI,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,15.6940490967514
Fiji,FJI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.3475783475784
Finland,FIN,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,55555.4402790803
Finland,FIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.6317073170732
Finland,FIN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,90.6983871459961
Finland,FIN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,94
Finland,FIN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,85.325
Finland,FIN,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,8.36441721400076
Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Finland,FIN,Individuals using the Internet (% of population),IT.NET.USER.ZS,87.5
Finland,FIN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.64
Finland,FIN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.06803556647353
Finland,FIN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,24.4706416384075
Finland,FIN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.754015047084346
France,FRA,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,51848.6484368553
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.5756097560976
France,FRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,65.8022308349609
France,FRA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,90
France,FRA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,80.18
France,FRA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,5.07106755400115
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
France,FRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,80.5
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.409
France,FRA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1.43496006533197
France,FRA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,16.7483032647876
France,FRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.03228275064662
French Polynesia,PYF,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..
French Polynesia,PYF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.618
French Polynesia,PYF,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..
French Polynesia,PYF,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..
French Polynesia,PYF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.784
French Polynesia,PYF,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,3.58852785027509
French Polynesia,PYF,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
French Polynesia,PYF,Individuals using the Internet (% of population),IT.NET.USER.ZS,72.7
French Polynesia,PYF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.573
French Polynesia,PYF,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,3.0564999715999
French Polynesia,PYF,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,10.3548389714295
French Polynesia,PYF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Gabon,GAB,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,19555.7078829222
Gabon,GAB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.189
Gabon,GAB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..
Gabon,GAB,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,63
Gabon,GAB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,88.976
Gabon,GAB,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2.60869766794937
Gabon,GAB,Access to electricity (% of population),EG.ELC.ACCS.ZS,86.3
Gabon,GAB,Individuals using the Internet (% of population),IT.NET.USER.ZS,51.6
Gabon,GAB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,20.303
Gabon,GAB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,5.2657648440765
Gabon,GAB,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,45.4673089938161
Gabon,GAB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.65192583143902
"Gambia, The",GMB,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,2533.18683710276
"Gambia, The",GMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.995
"Gambia, The",GMB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..
"Gambia, The",GMB,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,90
"Gambia, The",GMB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,60.599
"Gambia, The",GMB,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.218727011355616
"Gambia, The",GMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,56.2
"Gambia, The",GMB,Individuals using the Internet (% of population),IT.NET.USER.ZS,22.5
"Gambia, The",GMB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.157
"Gambia, The",GMB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,21.0018946913892
"Gambia, The",GMB,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,17.8927550195818
"Gambia, The",GMB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.03418974545911
Georgia,GEO,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,16237.6242230275
Georgia,GEO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.57
Georgia,GEO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,62.7497596740723
Georgia,GEO,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,95
Georgia,GEO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,58.231
Georgia,GEO,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2.99597318028629
Georgia,GEO,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Georgia,GEO,Individuals using the Internet (% of population),IT.NET.USER.ZS,59.7
Georgia,GEO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.939
Georgia,GEO,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,6.91860933720368
Georgia,GEO,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,21.2674893565554
Georgia,GEO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.03531725272117
Germany,DEU,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,61935.5823919125
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.9926829268293
Germany,DEU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,68.4692306518555
Germany,DEU,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,97
Germany,DEU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.261
Germany,DEU,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,9.37546948533168
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Germany,DEU,Individuals using the Internet (% of population),IT.NET.USER.ZS,84.4
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.781
Germany,DEU,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,0.860523969487648
Germany,DEU,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,26.1175704194698
Germany,DEU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.50949485109628
Ghana,GHA,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,5993.63085211077
Ghana,GHA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.013
Ghana,GHA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,16.3660793304443
Ghana,GHA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,95
Ghana,GHA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,55.407
Ghana,GHA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.56531257929042
Ghana,GHA,Access to electricity (% of population),EG.ELC.ACCS.ZS,79
Ghana,GHA,Individuals using the Internet (% of population),IT.NET.USER.ZS,37.9
Ghana,GHA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.369
Ghana,GHA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,19.5617099184239
Ghana,GHA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,29.9522176933621
Ghana,GHA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,12.3719215507048
Gibraltar,GIB,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..
Gibraltar,GIB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.83
Gibraltar,GIB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..
Gibraltar,GIB,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..
Gibraltar,GIB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100
Gibraltar,GIB,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,18.9750328515112
Gibraltar,GIB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Gibraltar,GIB,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Gibraltar,GIB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Gibraltar,GIB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,..
Gibraltar,GIB,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,..
Gibraltar,GIB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Greece,GRC,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,31966.5629313823
Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.2878048780488
Greece,GRC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,135.333923339844
Greece,GRC,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,97
Greece,GRC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,78.724
Greece,GRC,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,6.35806052416813
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Greece,GRC,Individuals using the Internet (% of population),IT.NET.USER.ZS,69.9
Greece,GRC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,21.413
Greece,GRC,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,3.7522702094539
Greece,GRC,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,13.5438938901132
Greece,GRC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.12125452031419
Greenland,GRL,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,65396.6827812631
Greenland,GRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.9321951219512
Greenland,GRL,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..
Greenland,GRL,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..
Greenland,GRL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,86.574
Greenland,GRL,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,9.15046642455316
Greenland,GRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Greenland,GRL,Individuals using the Internet (% of population),IT.NET.USER.ZS,69.5
Greenland,GRL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Greenland,GRL,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,19.0568753352559
Greenland,GRL,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,17.0105529266181
Greenland,GRL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Grenada,GRD,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,16301.4724432012
Grenada,GRD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.765
Grenada,GRD,"School enrollment, tertiary (% gross)",SE.TER.ENRR,95.3775787353516
Grenada,GRD,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,85
Grenada,GRD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.164
Grenada,GRD,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.10795405325803
Grenada,GRD,Access to electricity (% of population),EG.ELC.ACCS.ZS,92.2
Grenada,GRD,Individuals using the Internet (% of population),IT.NET.USER.ZS,54.2
Grenada,GRD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Grenada,GRD,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,5.37154325760442
Grenada,GRD,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,12.715876749963
Grenada,GRD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.908458255874249
Guam,GUM,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..
Guam,GUM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.155
Guam,GUM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..
Guam,GUM,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..
Guam,GUM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,94.699
Guam,GUM,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.00183497461618448
Guam,GUM,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Guam,GUM,Individuals using the Internet (% of population),IT.NET.USER.ZS,80.5
Guam,GUM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.418
Guam,GUM,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,..
Guam,GUM,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,..
Guam,GUM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Guatemala,GTM,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,11009.2867444783
Guatemala,GTM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.551
Guatemala,GTM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,17.1044540405273
Guatemala,GTM,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,94
Guatemala,GTM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,50.68
Guatemala,GTM,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.03531299530758
Guatemala,GTM,Access to electricity (% of population),EG.ELC.ACCS.ZS,93.3
Guatemala,GTM,Individuals using the Internet (% of population),IT.NET.USER.ZS,37.9
Guatemala,GTM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.462
Guatemala,GTM,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,9.69628663196754
Guatemala,GTM,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,21.9049097758764
Guatemala,GTM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.42453655182538
Guinea,GIN,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,3332.76576150531
Guinea,GIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.109
Guinea,GIN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,8.52771759033203
Guinea,GIN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,47
Guinea,GIN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,35.793
Guinea,GIN,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.259388701077593
Guinea,GIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,35.4
Guinea,GIN,Individuals using the Internet (% of population),IT.NET.USER.ZS,18.7
